Latitude,Longitude,Depth,Nitrogen (g/kg),Phosphorus (mg/kg),Potassium (cmol/kg),pH,Temperature (°C),Humidity (%),Rainfall (mm),Time of Day (Hour),Disease,NDVI,Predicted Disease
17.385,78.4867,0-5 cm,0.6213,35.78,0.588,4.77,33.97,76.13,195.34,14,Rice Blast,0.200711487,
17.385,78.4867,30-60 cm,0.4189,26.99,0.448,6.74,30.79,92.12,259.96,0,Sheath Blight,0.200711487,
17.385,78.4867,5-15 cm,0.6937,24.93,0.2406,7.44,33.58,55.61,73.33,2,Suboptimal Growth,0.200711487,
17.385,78.4867,15-30 cm,0.5259,49.9,0.7961,6.04,25.07,72.68,195.61,8,Healthy,0.200711487,
17.385,78.4867,30-60 cm,0.6757,44.69,0.9149,5.08,34.32,75.94,197.51,14,Rice Blast,0.200711487,
17.385,78.4867,0-5 cm,0.6712,57.72,0.5092,4.87,28.37,73.01,109.6,15,Rice Blast,0.200711487,
17.385,78.4867,15-30 cm,0.5163,45.5,0.1141,7.89,28.12,60.15,136.51,16,Sheath Blight,0.200711487,
17.385,78.4867,30-60 cm,0.4617,40.94,0.2543,7.98,26.5,79.68,134.61,7,Sheath Blight,0.200711487,
17.385,78.4867,15-30 cm,0.6972,32.93,0.3062,4.58,34.93,78.25,140.52,17,Rice Blast,0.200711487,
17.385,78.4867,30-60 cm,0.5376,39.13,0.2861,6.48,29.42,91.81,154.06,3,Sheath Blight,0.200711487,
17.385,78.4867,5-15 cm,0.1284,16.66,0.1596,5.09,33.9,70.42,96.27,0,Suboptimal Growth,0.200711487,
17.385,78.4867,5-15 cm,0.4255,45.01,0.1538,7.54,27.37,62.77,173.83,15,Sheath Blight,0.200711487,
17.385,78.4867,30-60 cm,0.2256,20.05,0.2253,6.06,22.48,79.13,177.7,16,Healthy,0.200711487,
17.385,78.4867,0-5 cm,0.3904,43.75,0.3023,6.22,19.88,59.81,132.73,4,Healthy,0.200711487,
17.385,78.4867,30-60 cm,0.6284,49.34,0.9586,5.61,26.13,85.06,213.22,4,Rice Blast,0.200711487,
17.385,78.4867,0-5 cm,0.3628,19.73,0.4526,6.21,28.03,92.06,162.32,23,Sheath Blight,0.200711487,
17.385,78.4867,5-15 cm,0.6282,33.93,0.3284,4.7,28.27,64.04,134.29,16,Rice Blast,0.200711487,
17.385,78.4867,15-30 cm,0.4971,38.47,0.272,7.99,28.66,69.15,180.55,17,Sheath Blight,0.200711487,
17.385,78.4867,30-60 cm,0.5384,49.81,0.297,7.41,28.06,94.15,261.96,23,Sheath Blight,0.200711487,
17.385,78.4867,5-15 cm,0.5957,56.4,0.8327,6.04,33.82,40.89,51.54,15,Suboptimal Growth,0.200711487,
17.385,78.4867,30-60 cm,0.4391,46.37,0.5977,6.46,25.14,65.9,147.16,10,Healthy,0.200711487,
17.385,78.4867,5-15 cm,0.4267,38.92,0.4652,6.69,23.63,91.76,294.35,2,Rice Blast,0.200711487,
17.385,78.4867,5-15 cm,0.3801,37.01,0.7935,7.37,27.8,43.13,128.6,17,Suboptimal Growth,0.200711487,
17.385,78.4867,30-60 cm,0.5519,37.49,0.3849,5.86,23.24,86.65,298.36,21,Rice Blast,0.200711487,
17.385,78.4867,30-60 cm,0.6802,41.29,0.2057,6.45,30.26,93.5,202.32,20,Sheath Blight,0.200711487,
17.385,78.4867,30-60 cm,0.1942,37.03,0.8358,4.12,25.94,54.84,76.84,20,Suboptimal Growth,0.200711487,
17.385,78.4867,5-15 cm,0.6467,51.09,0.4907,7.33,18.65,53.61,51.46,23,Suboptimal Growth,0.200711487,
17.385,78.4867,30-60 cm,0.6991,31.96,0.4524,6.85,31.57,92.17,282.33,20,Sheath Blight,0.200711487,
17.385,78.4867,5-15 cm,0.5455,36.68,0.4304,5.77,19.03,66.69,101.76,1,Healthy,0.200711487,
17.385,78.4867,5-15 cm,0.1603,48.35,0.256,5.15,19.72,86.31,82.88,18,Suboptimal Growth,0.200711487,
17.385,78.4867,0-5 cm,0.5933,24.93,0.1173,7.75,26.27,71.12,126.2,14,Sheath Blight,0.200711487,
17.385,78.4867,15-30 cm,0.4524,23.89,0.5397,6.25,25.07,73.91,187.72,8,Healthy,0.200711487,
17.385,78.4867,0-5 cm,0.5929,45.85,0.1039,7.41,26.02,77.83,141.58,9,Sheath Blight,0.200711487,
17.385,78.4867,5-15 cm,0.6106,46.15,0.9044,5.32,32.31,75.53,177.86,13,Rice Blast,0.200711487,
17.385,78.4867,15-30 cm,0.6901,35.91,0.8679,4.84,33.42,79.63,137.26,15,Rice Blast,0.200711487,
17.385,78.4867,30-60 cm,0.5773,30.56,0.2567,7.93,26.33,62.43,193.39,6,Sheath Blight,0.200711487,
17.385,78.4867,30-60 cm,0.5673,32.42,0.2949,7.49,25.93,77.06,131.46,9,Sheath Blight,0.200711487,
17.385,78.4867,30-60 cm,0.2395,49.08,0.5584,6.13,23.45,52.82,199.84,21,Healthy,0.200711487,
17.385,78.4867,15-30 cm,0.3263,39.33,0.2828,6.08,23.3,62.69,144.15,9,Healthy,0.200711487,
17.385,78.4867,30-60 cm,0.7398,35.9,0.3217,4.59,31.98,78.46,115.19,15,Rice Blast,0.200711487,
17.385,78.4867,15-30 cm,0.5288,32.25,0.437,6.03,29.01,90.64,268.26,22,Sheath Blight,0.200711487,
17.385,78.4867,0-5 cm,0.5514,39.58,0.6771,6.12,26.7,71.74,126.92,17,Healthy,0.200711487,
17.385,78.4867,0-5 cm,0.7587,52.25,0.7589,6.09,24.04,51.4,73.13,9,Suboptimal Growth,0.200711487,
17.385,78.4867,15-30 cm,0.4948,15.63,0.752,6.37,18.54,59.87,136.55,18,Suboptimal Growth,0.200711487,
17.385,78.4867,5-15 cm,0.2017,38.31,0.6627,6.04,23.76,72.13,174.32,13,Healthy,0.200711487,
17.385,78.4867,5-15 cm,0.4885,49.06,0.1649,7.8,25.98,72.63,162.42,16,Sheath Blight,0.200711487,
17.385,78.4867,0-5 cm,0.4426,13.89,0.2649,6.04,29.24,90.8,175.32,23,Sheath Blight,0.200711487,
17.385,78.4867,30-60 cm,0.5116,45.99,0.2006,6.94,28.3,68.68,160.91,16,Sheath Blight,0.200711487,
17.385,78.4867,15-30 cm,0.5551,21.6,0.2254,6.89,27.52,79.61,106.66,9,Sheath Blight,0.200711487,
17.385,78.4867,15-30 cm,0.7767,45.3,0.9251,5.9,28.9,41.66,69.43,3,Suboptimal Growth,0.200711487,
17.385,78.4867,30-60 cm,0.4342,44.55,0.2132,6.6,29.1,68.62,142.69,7,Sheath Blight,0.200711487,
17.385,78.4867,5-15 cm,0.7031,29.11,0.4343,4.39,31.91,44.1,52.75,6,Suboptimal Growth,0.200711487,
17.385,78.4867,30-60 cm,0.508,38.59,0.5341,5.73,26.57,67.94,181.73,14,Healthy,0.200711487,
17.385,78.4867,30-60 cm,0.2478,25.64,0.6018,6.28,25.18,73.44,158.53,15,Healthy,0.200711487,
17.385,78.4867,30-60 cm,0.3091,26.26,0.7228,4.17,23.01,85.77,126.42,15,Suboptimal Growth,0.200711487,
17.385,78.4867,5-15 cm,0.2156,22.28,0.7167,6.43,23.09,56.95,126.75,20,Healthy,0.200711487,
17.385,78.4867,30-60 cm,0.249,48.54,0.407,6.49,22.23,61.21,136.85,7,Healthy,0.200711487,
17.385,78.4867,5-15 cm,0.2056,33.87,0.3396,6.44,22.92,67.73,186.59,15,Healthy,0.200711487,
17.385,78.4867,15-30 cm,0.2372,20.28,0.6992,6.36,18.59,64.8,190.82,18,Healthy,0.200711487,
17.385,78.4867,15-30 cm,0.503,21.06,0.2763,7.58,29.74,74.23,116.03,19,Sheath Blight,0.200711487,
17.385,78.4867,5-15 cm,0.4059,58.85,0.2487,5.27,19.04,40.03,136.71,12,Suboptimal Growth,0.200711487,
17.385,78.4867,30-60 cm,0.7014,37.8,0.4575,4.98,34.34,71.42,113.25,7,Rice Blast,0.200711487,
17.385,78.4867,15-30 cm,0.5544,39.31,0.3157,6.46,23.44,67.14,180.77,19,Healthy,0.200711487,
17.385,78.4867,0-5 cm,0.4361,50.0,0.7299,5.88,30.59,86.56,287.54,2,Rice Blast,0.200711487,
17.385,78.4867,5-15 cm,0.3483,20.43,0.3629,6.15,23.0,55.94,193.58,18,Healthy,0.200711487,
17.385,78.4867,30-60 cm,0.5753,15.11,0.2182,5.96,20.44,60.17,67.2,10,Suboptimal Growth,0.200711487,
17.385,78.4867,0-5 cm,0.4229,25.54,0.1212,6.52,29.04,60.94,111.72,17,Sheath Blight,0.200711487,
17.385,78.4867,0-5 cm,0.6154,57.23,0.4092,4.64,33.53,66.8,121.46,16,Rice Blast,0.200711487,
17.385,78.4867,0-5 cm,0.1475,56.4,0.6443,5.97,26.25,64.21,149.99,7,Suboptimal Growth,0.200711487,
17.385,78.4867,15-30 cm,0.6501,21.54,0.9835,4.78,26.21,59.91,93.46,20,Suboptimal Growth,0.200711487,
17.385,78.4867,0-5 cm,0.478,31.15,0.5248,6.85,28.51,86.95,229.05,20,Rice Blast,0.200711487,
17.385,78.4867,30-60 cm,0.4347,27.32,0.1389,7.26,29.19,62.21,198.11,17,Sheath Blight,0.200711487,
17.385,78.4867,15-30 cm,0.6519,58.78,0.579,5.02,31.36,71.26,197.63,6,Rice Blast,0.200711487,
17.385,78.4867,5-15 cm,0.689,13.9,0.1242,6.83,30.43,93.67,167.08,2,Sheath Blight,0.200711487,
17.385,78.4867,30-60 cm,0.6507,20.29,0.6023,5.87,26.76,89.95,201.44,20,Rice Blast,0.200711487,
17.385,78.4867,30-60 cm,0.2254,48.5,0.2754,6.25,25.49,65.87,140.59,13,Healthy,0.200711487,
17.385,78.4867,5-15 cm,0.4025,26.13,0.5342,5.54,29.08,94.78,201.34,5,Rice Blast,0.200711487,
17.385,78.4867,0-5 cm,0.5519,44.91,0.6003,5.62,27.66,90.81,228.13,2,Rice Blast,0.200711487,
17.385,78.4867,15-30 cm,0.2641,6.63,0.2724,4.36,25.72,67.31,104.96,20,Suboptimal Growth,0.200711487,
17.385,78.4867,0-5 cm,0.4579,21.98,0.3068,6.12,26.84,89.6,203.18,23,Rice Blast,0.200711487,
17.385,78.4867,0-5 cm,0.3254,69.36,0.4928,6.02,27.9,74.43,119.07,13,Suboptimal Growth,0.200711487,
17.385,78.4867,30-60 cm,0.5794,29.87,0.7894,6.31,28.52,90.78,217.71,4,Rice Blast,0.200711487,
17.385,78.4867,5-15 cm,0.7119,46.96,0.7031,4.98,28.25,76.27,145.95,14,Rice Blast,0.200711487,
17.385,78.4867,15-30 cm,0.6716,48.63,0.1648,6.94,23.87,65.95,92.38,12,Suboptimal Growth,0.200711487,
17.385,78.4867,15-30 cm,0.3721,24.34,0.4721,5.55,24.65,78.66,190.15,7,Healthy,0.200711487,
17.385,78.4867,0-5 cm,0.2099,29.52,0.238,5.56,20.2,51.98,187.71,5,Healthy,0.200711487,
17.385,78.4867,30-60 cm,0.6091,32.73,0.31,6.62,28.33,90.61,265.65,23,Sheath Blight,0.200711487,
17.385,78.4867,15-30 cm,0.781,47.2,0.3466,4.59,33.17,68.92,145.84,16,Rice Blast,0.200711487,
17.385,78.4867,5-15 cm,0.4303,44.64,0.2725,6.88,27.7,77.81,192.81,9,Sheath Blight,0.200711487,
17.385,78.4867,15-30 cm,0.5277,20.95,0.2803,6.7,28.69,72.64,172.03,13,Sheath Blight,0.200711487,
17.385,78.4867,5-15 cm,0.6135,34.64,0.4517,6.69,30.41,94.67,244.43,0,Sheath Blight,0.200711487,
17.385,78.4867,30-60 cm,0.3857,49.96,0.4121,6.47,24.17,59.7,148.44,0,Healthy,0.200711487,
17.385,78.4867,5-15 cm,0.636,52.95,0.4706,5.01,30.6,71.26,115.49,19,Rice Blast,0.200711487,
17.385,78.4867,15-30 cm,0.7683,34.01,0.4573,5.09,34.39,63.76,149.84,19,Rice Blast,0.200711487,
17.385,78.4867,15-30 cm,0.563,5.14,0.5454,5.92,29.78,88.49,113.26,2,Suboptimal Growth,0.200711487,
17.385,78.4867,30-60 cm,0.508,24.75,0.2281,5.85,19.97,52.11,178.09,23,Healthy,0.200711487,
17.385,78.4867,15-30 cm,0.4352,35.1,0.3543,6.75,27.13,86.77,211.11,20,Rice Blast,0.200711487,
17.385,78.4867,0-5 cm,0.5821,32.78,0.9832,6.55,30.6,89.98,157.86,21,Rice Blast,0.200711487,
17.385,78.4867,5-15 cm,0.3415,40.89,0.6518,6.07,18.6,66.8,175.01,22,Healthy,0.200711487,
17.385,78.4867,15-30 cm,0.6157,44.52,0.447,6.76,29.26,85.94,218.73,5,Rice Blast,0.200711487,
17.385,78.4867,0-5 cm,0.3399,61.18,0.2802,5.95,28.37,81.91,113.2,16,Suboptimal Growth,0.200711487,
17.385,78.4867,5-15 cm,0.5943,29.53,0.2183,5.51,24.84,64.73,178.79,14,Healthy,0.200711487,
17.385,78.4867,0-5 cm,0.6768,10.82,0.4928,6.19,31.3,92.42,169.97,20,Sheath Blight,0.200711487,
17.385,78.4867,30-60 cm,0.4233,29.38,0.7661,7.33,30.48,80.65,75.76,19,Suboptimal Growth,0.200711487,
17.385,78.4867,0-5 cm,0.3479,67.85,0.1732,7.13,20.08,43.9,99.87,12,Suboptimal Growth,0.200711487,
17.385,78.4867,0-5 cm,0.5361,36.48,0.2886,6.68,28.93,69.11,140.76,13,Sheath Blight,0.200711487,
17.385,78.4867,0-5 cm,0.6855,23.03,0.3539,5.95,31.45,94.63,200.01,22,Rice Blast,0.200711487,
17.385,78.4867,5-15 cm,0.5969,42.18,0.4133,5.62,25.7,71.23,184.67,8,Healthy,0.200711487,
17.385,78.4867,0-5 cm,0.5086,46.74,0.3609,6.36,27.53,90.47,287.76,1,Rice Blast,0.200711487,
17.385,78.4867,15-30 cm,0.2943,29.21,0.2533,6.12,22.6,50.03,156.85,22,Healthy,0.200711487,
17.385,78.4867,0-5 cm,0.6927,40.98,0.8567,6.93,29.78,91.82,184.75,20,Rice Blast,0.200711487,
17.385,78.4867,0-5 cm,0.5546,46.1,0.3449,6.25,34.09,63.54,107.65,5,Suboptimal Growth,0.200711487,
17.385,78.4867,5-15 cm,0.2984,32.38,0.2707,6.16,26.4,74.37,181.5,12,Healthy,0.200711487,
17.385,78.4867,5-15 cm,0.5312,6.56,0.7935,4.04,32.3,93.36,56.36,21,Suboptimal Growth,0.200711487,
17.385,78.4867,5-15 cm,0.5287,47.91,0.7317,6.86,27.62,88.93,254.72,2,Rice Blast,0.200711487,
17.385,78.4867,0-5 cm,0.6296,47.5,0.8178,4.88,31.0,71.1,166.86,15,Rice Blast,0.200711487,
17.385,78.4867,30-60 cm,0.5878,28.73,0.8729,6.16,28.54,93.52,205.29,2,Rice Blast,0.200711487,
17.385,78.4867,15-30 cm,0.4387,44.76,0.6457,5.65,22.76,94.53,227.56,1,Rice Blast,0.200711487,
17.385,78.4867,0-5 cm,0.5191,20.39,0.5647,5.62,29.17,87.55,232.24,23,Rice Blast,0.200711487,
17.385,78.4867,30-60 cm,0.3915,34.97,0.3458,6.48,29.37,92.91,257.76,22,Sheath Blight,0.200711487,
17.385,78.4867,30-60 cm,0.1471,64.55,0.8132,4.46,25.69,87.8,92.3,9,Suboptimal Growth,0.200711487,
17.385,78.4867,5-15 cm,0.1181,40.22,0.589,4.93,16.87,42.04,110.13,13,Suboptimal Growth,0.200711487,
17.385,78.4867,30-60 cm,0.6093,53.95,0.4309,4.97,33.9,64.94,112.65,6,Rice Blast,0.200711487,
17.385,78.4867,30-60 cm,0.5908,37.37,0.5989,6.33,27.04,92.42,285.37,22,Rice Blast,0.200711487,
17.385,78.4867,0-5 cm,0.5477,28.21,0.1871,7.99,25.27,79.04,106.35,14,Sheath Blight,0.200711487,
17.385,78.4867,15-30 cm,0.176,34.69,0.6194,6.55,19.38,64.26,50.35,21,Suboptimal Growth,0.200711487,
17.385,78.4867,30-60 cm,0.428,30.72,0.21,6.65,27.24,64.47,187.54,19,Sheath Blight,0.200711487,
17.385,78.4867,5-15 cm,0.426,25.52,0.6988,6.29,22.39,77.14,179.81,7,Healthy,0.200711487,
17.385,78.4867,15-30 cm,0.4188,46.81,0.6676,5.53,23.39,57.4,130.36,19,Healthy,0.200711487,
17.385,78.4867,30-60 cm,0.328,33.5,0.618,5.6,24.09,78.47,196.51,15,Healthy,0.200711487,
17.385,78.4867,15-30 cm,0.3208,42.41,0.42,5.69,24.17,50.14,111.14,21,Healthy,0.200711487,
17.385,78.4867,15-30 cm,0.6407,22.16,0.2785,6.61,28.52,93.86,286.37,5,Sheath Blight,0.200711487,
17.385,78.4867,5-15 cm,0.2744,47.79,0.6008,6.1,22.54,67.72,101.32,5,Healthy,0.200711487,
17.385,78.4867,15-30 cm,0.7835,18.51,0.9076,5.27,31.47,54.33,145.88,9,Suboptimal Growth,0.200711487,
17.385,78.4867,30-60 cm,0.3483,56.9,0.9396,5.12,28.5,53.92,139.29,1,Suboptimal Growth,0.200711487,
17.385,78.4867,30-60 cm,0.711,35.24,0.9086,6.61,24.27,51.3,117.96,2,Suboptimal Growth,0.200711487,
17.385,78.4867,0-5 cm,0.5258,28.24,0.418,5.57,21.84,57.0,193.07,3,Healthy,0.200711487,
17.385,78.4867,0-5 cm,0.5604,36.61,0.4068,6.75,30.41,93.77,207.14,20,Sheath Blight,0.200711487,
17.385,78.4867,0-5 cm,0.6997,43.2,0.6945,5.3,19.1,47.99,101.81,1,Suboptimal Growth,0.200711487,
17.385,78.4867,15-30 cm,0.7747,56.31,0.5641,5.49,28.43,69.04,114.55,18,Rice Blast,0.200711487,
17.385,78.4867,5-15 cm,0.3231,38.26,0.3021,7.04,30.3,91.3,247.08,2,Sheath Blight,0.200711487,
17.385,78.4867,15-30 cm,0.6841,37.0,0.799,5.43,32.8,72.33,178.64,19,Rice Blast,0.200711487,
17.385,78.4867,5-15 cm,0.4746,12.45,0.9741,4.28,17.47,53.72,77.69,19,Suboptimal Growth,0.200711487,
17.385,78.4867,5-15 cm,0.6759,27.69,0.4982,4.98,26.83,74.62,101.02,18,Suboptimal Growth,0.200711487,
17.385,78.4867,0-5 cm,0.6402,38.14,0.4089,4.86,19.97,81.06,134.55,9,Suboptimal Growth,0.200711487,
17.385,78.4867,15-30 cm,0.7552,45.13,0.3401,5.36,29.15,73.55,109.75,7,Rice Blast,0.200711487,
17.385,78.4867,5-15 cm,0.6765,46.25,0.2089,7.04,30.15,90.12,156.57,21,Sheath Blight,0.200711487,
17.385,78.4867,30-60 cm,0.4913,22.86,0.2488,7.27,25.89,64.62,132.96,6,Sheath Blight,0.200711487,
17.385,78.4867,30-60 cm,0.4264,20.22,0.428,6.36,29.14,94.83,261.06,0,Sheath Blight,0.200711487,
17.385,78.4867,0-5 cm,0.6682,31.63,0.309,4.61,29.05,67.07,193.18,11,Rice Blast,0.200711487,
17.385,78.4867,30-60 cm,0.6827,44.66,0.5655,4.51,32.08,74.62,161.54,13,Rice Blast,0.200711487,
17.385,78.4867,15-30 cm,0.5703,29.19,0.7724,6.61,29.14,93.77,200.97,2,Rice Blast,0.200711487,
17.385,78.4867,15-30 cm,0.4443,34.95,0.4936,6.29,24.95,63.46,156.22,2,Healthy,0.200711487,
17.385,78.4867,15-30 cm,0.4256,46.18,0.1568,7.98,27.88,70.39,163.55,10,Sheath Blight,0.200711487,
17.385,78.4867,5-15 cm,0.787,50.05,0.6531,4.69,29.47,71.39,108.11,12,Rice Blast,0.200711487,
17.385,78.4867,30-60 cm,0.5342,17.26,0.2103,7.22,27.49,51.61,127.5,9,Suboptimal Growth,0.200711487,
17.385,78.4867,0-5 cm,0.2064,39.68,0.4895,5.88,24.05,68.85,148.03,3,Healthy,0.200711487,
17.385,78.4867,0-5 cm,0.7596,40.25,0.8228,4.34,23.52,78.8,85.39,4,Suboptimal Growth,0.200711487,
17.385,78.4867,30-60 cm,0.2289,31.79,0.6817,6.33,26.92,83.62,138.55,7,Suboptimal Growth,0.200711487,
17.385,78.4867,30-60 cm,0.5745,24.11,0.5861,5.6,24.65,67.07,177.48,8,Healthy,0.200711487,
17.385,78.4867,15-30 cm,0.4496,22.26,0.1282,7.16,30.57,94.43,207.18,21,Sheath Blight,0.200711487,
17.385,78.4867,15-30 cm,0.4395,13.33,0.1205,6.56,29.42,93.4,181.47,2,Sheath Blight,0.200711487,
17.385,78.4867,30-60 cm,0.7986,53.8,0.7021,5.81,25.08,40.83,97.21,14,Suboptimal Growth,0.200711487,
17.385,78.4867,0-5 cm,0.3639,21.61,0.5492,6.17,23.65,51.02,155.95,4,Healthy,0.200711487,
17.385,78.4867,15-30 cm,0.4891,10.69,0.6021,7.09,27.81,79.41,50.4,7,Suboptimal Growth,0.200711487,
17.385,78.4867,30-60 cm,0.5431,25.99,0.5968,5.7,19.37,54.36,116.42,18,Healthy,0.200711487,
17.385,78.4867,30-60 cm,0.5267,45.73,0.427,5.95,26.46,89.93,160.67,1,Rice Blast,0.200711487,
17.385,78.4867,15-30 cm,0.4091,32.84,0.1897,7.36,25.83,74.62,182.23,17,Sheath Blight,0.200711487,
17.385,78.4867,15-30 cm,0.5382,37.86,0.1498,6.56,26.09,62.25,174.12,9,Sheath Blight,0.200711487,
17.385,78.4867,5-15 cm,0.5919,38.44,0.7792,5.56,24.01,64.35,134.72,7,Healthy,0.200711487,
17.385,78.4867,0-5 cm,0.4863,13.17,0.3175,7.43,31.15,92.45,287.79,22,Sheath Blight,0.200711487,
17.385,78.4867,0-5 cm,0.2943,31.68,0.5196,5.5,24.64,70.75,124.88,14,Healthy,0.200711487,
17.385,78.4867,30-60 cm,0.1913,67.93,0.1898,6.88,34.94,65.08,92.83,12,Suboptimal Growth,0.200711487,
17.385,78.4867,5-15 cm,0.6698,27.26,0.8418,6.77,25.27,93.35,217.41,5,Rice Blast,0.200711487,
17.385,78.4867,0-5 cm,0.2978,57.78,0.4689,6.9,23.97,77.57,72.26,11,Suboptimal Growth,0.200711487,
17.385,78.4867,15-30 cm,0.1218,22.46,0.6554,5.77,34.47,75.48,116.72,23,Suboptimal Growth,0.200711487,
17.385,78.4867,0-5 cm,0.403,35.48,0.2746,6.83,26.82,66.53,173.61,11,Sheath Blight,0.200711487,
17.385,78.4867,5-15 cm,0.6881,48.12,0.5677,4.74,28.46,56.81,55.93,16,Suboptimal Growth,0.200711487,
17.385,78.4867,0-5 cm,0.6345,46.78,0.3656,5.44,34.16,61.57,166.88,14,Rice Blast,0.200711487,
17.385,78.4867,0-5 cm,0.7282,32.39,0.5425,7.37,23.84,64.15,131.15,16,Suboptimal Growth,0.200711487,
17.385,78.4867,15-30 cm,0.4988,41.83,0.7327,5.96,25.17,72.81,190.07,9,Healthy,0.200711487,
17.385,78.4867,30-60 cm,0.4097,47.77,0.982,6.98,28.25,90.52,217.61,20,Rice Blast,0.200711487,
17.385,78.4867,5-15 cm,0.5903,31.41,0.7329,6.06,22.91,87.0,152.34,22,Rice Blast,0.200711487,
17.385,78.4867,0-5 cm,0.4456,46.35,0.3048,4.43,34.67,70.8,84.61,8,Suboptimal Growth,0.200711487,
17.385,78.4867,15-30 cm,0.5058,44.39,0.5179,5.95,23.06,70.09,109.53,15,Healthy,0.200711487,
17.385,78.4867,0-5 cm,0.418,36.92,0.4202,5.51,20.4,66.88,184.98,20,Healthy,0.200711487,
17.385,78.4867,30-60 cm,0.715,57.02,0.7891,4.9,34.2,77.58,172.67,8,Rice Blast,0.200711487,
17.385,78.4867,30-60 cm,0.5378,45.12,0.1415,7.62,29.4,62.85,155.32,6,Sheath Blight,0.200711487,
17.385,78.4867,30-60 cm,0.4106,35.26,0.1481,6.76,25.69,78.65,153.05,12,Sheath Blight,0.200711487,
17.385,78.4867,30-60 cm,0.7379,25.15,0.6696,6.15,17.61,60.93,51.48,7,Suboptimal Growth,0.200711487,
17.385,78.4867,5-15 cm,0.4459,35.97,0.2976,5.71,26.69,67.76,146.84,13,Healthy,0.200711487,
17.385,78.4867,0-5 cm,0.6591,13.42,0.5659,6.54,27.9,92.81,100.56,17,Suboptimal Growth,0.200711487,
17.385,78.4867,15-30 cm,0.5057,39.56,0.2124,7.94,25.18,67.01,125.17,19,Sheath Blight,0.200711487,
17.385,78.4867,15-30 cm,0.7727,46.57,0.7404,5.28,32.86,69.89,115.57,19,Rice Blast,0.200711487,
17.385,78.4867,30-60 cm,0.3445,22.96,0.4358,5.51,21.85,69.19,145.48,20,Healthy,0.200711487,
17.385,78.4867,15-30 cm,0.4804,27.93,0.2621,7.05,30.15,92.4,188.91,3,Sheath Blight,0.200711487,
17.385,78.4867,30-60 cm,0.2829,55.0,0.1372,7.14,27.71,43.6,71.83,2,Suboptimal Growth,0.200711487,
17.385,78.4867,0-5 cm,0.7861,38.24,0.7966,5.45,33.29,79.06,193.08,14,Rice Blast,0.200711487,
17.385,78.4867,5-15 cm,0.6247,53.7,0.6407,5.37,29.36,66.4,153.18,9,Rice Blast,0.200711487,
17.385,78.4867,5-15 cm,0.1146,45.29,0.5834,5.92,20.14,64.36,144.6,20,Suboptimal Growth,0.200711487,
17.385,78.4867,5-15 cm,0.5694,20.67,0.2011,5.53,22.28,75.45,179.05,7,Healthy,0.200711487,
17.385,78.4867,5-15 cm,0.4521,22.96,0.6019,5.77,19.16,51.68,153.44,1,Healthy,0.200711487,
17.385,78.4867,5-15 cm,0.541,36.15,0.7113,6.71,29.41,93.0,224.53,22,Rice Blast,0.200711487,
17.385,78.4867,0-5 cm,0.459,30.67,0.1472,6.15,29.14,91.49,182.08,22,Sheath Blight,0.200711487,
17.385,78.4867,30-60 cm,0.5533,27.35,0.5686,6.23,23.62,62.92,168.59,13,Healthy,0.200711487,
17.385,78.4867,5-15 cm,0.4728,21.41,0.4177,7.43,29.05,92.28,238.02,2,Sheath Blight,0.200711487,
17.385,78.4867,30-60 cm,0.5343,33.68,0.4749,5.61,22.9,71.18,105.34,12,Healthy,0.200711487,
17.385,78.4867,15-30 cm,0.4794,43.05,0.5209,6.2,23.25,76.65,195.04,14,Healthy,0.200711487,
17.385,78.4867,15-30 cm,0.139,36.15,0.2792,4.07,20.51,45.65,148.25,12,Suboptimal Growth,0.200711487,
17.385,78.4867,15-30 cm,0.3424,26.19,0.2702,6.47,24.98,67.2,199.63,3,Healthy,0.200711487,
17.385,78.4867,5-15 cm,0.4575,41.2,0.8832,5.74,22.52,91.77,155.87,0,Rice Blast,0.200711487,
17.385,78.4867,0-5 cm,0.5612,20.64,0.2785,7.38,30.74,91.16,177.56,2,Sheath Blight,0.200711487,
17.385,78.4867,30-60 cm,0.2095,33.99,0.4187,6.45,27.71,68.51,156.42,6,Healthy,0.200711487,
17.385,78.4867,0-5 cm,0.5752,28.34,0.3729,6.41,27.7,71.21,122.05,12,Healthy,0.200711487,
17.385,78.4867,5-15 cm,0.4345,20.44,0.1904,7.66,25.71,67.78,104.43,10,Sheath Blight,0.200711487,
17.385,78.4867,30-60 cm,0.6446,31.92,0.686,5.4,31.51,75.82,159.39,7,Rice Blast,0.200711487,
17.385,78.4867,15-30 cm,0.7344,8.76,0.1037,4.92,17.7,74.25,64.12,13,Suboptimal Growth,0.200711487,
17.385,78.4867,0-5 cm,0.6413,20.86,0.5146,5.81,30.11,94.53,234.58,2,Rice Blast,0.200711487,
17.385,78.4867,0-5 cm,0.5186,14.44,0.7936,5.64,34.13,48.88,50.21,15,Suboptimal Growth,0.200711487,
17.385,78.4867,30-60 cm,0.7903,52.11,0.4698,4.61,32.1,67.95,156.79,15,Rice Blast,0.200711487,
17.385,78.4867,15-30 cm,0.6883,34.73,0.2429,6.86,30.19,94.89,281.01,22,Sheath Blight,0.200711487,
17.385,78.4867,0-5 cm,0.4868,39.73,0.1191,7.1,23.1,94.17,64.75,3,Suboptimal Growth,0.200711487,
17.385,78.4867,30-60 cm,0.4255,6.9,0.5522,6.9,33.81,73.67,110.66,4,Suboptimal Growth,0.200711487,
